Rm_ohm,R_total_ohm,T_exp_ms,T_theory_ms,delta_percent
0.0,64.76629086901984,0.091,0.08695289324869636,4.654366979748917
200.0,264.7662908690198,0.0935,0.08883210003171899,5.25474458738931
400.0,464.7662908690198,0.093,0.0934673035266942,0.4999647032298828
