time x y
0.0001590251922607422 0.0 0.0
0.03508591651916504 0.0 0.0
0.06032299995422363 0.2530721787529504 0.0005337147086238663
0.08441567420959473 1.265282104744199 0.01334253539121648
0.10763335227966309 2.0242150145107454 0.03415481697404753
0.13000249862670898 3.2883379809346738 0.09017658518475716
0.15568757057189941 5.308869202383043 0.2181827717630293
0.1761007308959961 7.074389783114222 0.3637227731793399
0.20486187934875488 9.591060569564835 0.6300860657734972
0.22580766677856445 11.84864150473853 0.9318129861217799
0.2568395137786865 15.346248066125874 1.4972575844076594
0.2782156467437744 17.83351824602228 1.9642354245817275
0.3055543899536133 21.29803811801646 2.7059100894772605
0.3349919319152832 24.986845123705056 3.602018726623293
0.35791015625 28.405510649649557 4.532451568750588
0.3864469528198242 32.039662476564274 5.629378327343615
0.40872669219970703 35.402197688510384 6.745772612716394
0.4304924011230469 38.976198715230346 8.02515702554533
0.45688819885253906 42.755785325398826 9.47789687109062
0.4776332378387451 46.03538244895626 10.818501943117532
0.5045211315155029 50.21472193132864 12.630673222101331
0.5247700214385986 53.661538069031394 14.221197138192135
0.5456089973449707 57.297798878239725 16.00258292740664
0.572047233581543 61.345421346870495 18.092462255197056
0.5928640365600586 64.91145570097044 20.010567306537776
0.6166520118713379 68.66986950326448 22.104263919268597
0.6401634216308594 72.83037409733447 24.51481154146747
0.6616840362548828 76.29479906123457 26.610876347742693
0.6906890869140625 81.4376537480822 29.84219708017068
0.7166333198547363 85.8831788188811 32.75450032019856
0.7481229305267334 91.10118161025215 36.3323599720143
0.769711971282959 95.02042493293152 39.1180502085265
0.789513349533081 98.49529775586919 41.65468157312092
0.8197376728057861 103.75195990653025 45.61226572139529
0.840273380279541 107.15043470720481 48.25037277847522
0.8614535331726074 110.92372261987141 51.230781583369314
0.8875288963317871 115.4607897132437 54.87704775688307
0.914705753326416 120.13843811394602 58.75132103651326
0.9349806308746338 123.79589577783418 61.872785717241186
0.9550132751464844 127.22948107621853 64.86633465654536
0.9836249351501465 132.15245190478947 69.23203362439743
1.0044307708740234 135.71616718482454 72.46010916858945
1.0276269912719727 139.80293200280875 76.24118395988913
1.0506722927093506 143.68102205777333 79.8750002516908
1.0719718933105469 147.33774364784787 83.37453053684979
1.091881513595581 150.5886770659756 86.56549828413131
1.1248316764831543 156.15262563439808 92.09636640317092
1.14597749710083 159.71962217934598 95.6873078747619
1.1668577194213867 163.2714408832029 99.29326251937326
1.1868641376495361 166.62392775416353 102.7401988541788
1.2169854640960693 171.69631838108037 108.0442898836585
1.2374212741851807 175.17130549090746 111.72434281678294
1.2574245929718018 178.45035844524716 115.2412093253104
1.2827122211456299 182.9069457804127 120.0820562120552
1.3031110763549805 186.48168789090246 124.01466630720446
1.3247253894805908 189.87829791972587 127.76718083964246
1.354724407196045 194.973212962961 133.39595263829946
1.3765807151794434 198.69204039369413 137.5394409990098
1.3966376781463623 202.05687463919074 141.32047465455898
1.4219441413879395 206.23293107247912 146.07328282287776
1.4483892917633057 210.54467008685052 151.04358220307736
1.481452226638794 216.03055388693875 157.34048372330847
1.5058279037475586 220.18652646276317 162.11086366287748
1.5270366668701172 223.5032487815104 165.93417087841564
1.5586552619934082 228.81000449150596 172.05146242327672
1.5802478790283203 232.44062776934092 176.27245139144026
1.600229263305664 235.55303967162814 179.93761584432187
1.628225326538086 240.12835075273 185.34857190763532
1.6483845710754395 243.3964300963742 189.21354052428777
1.6731038093566895 247.79732357740568 194.4405409919095
1.6979625225067139 251.37424676413542 198.70713140711814
1.7178964614868164 254.62599511570792 202.58584996639874
1.7388617992401123 257.8940744593521 206.4508185830512
1.7668395042419434 262.4921675323873 211.8424284631953
1.7883121967315674 265.93220174017847 215.89339970059078
1.8081893920898438 269.0291267823858 219.5716592889172
1.828603744506836 272.4520439342992 223.63710409706744
1.84877610206604 275.72012327794334 227.50207271371988
1.8686439990997314 278.81704832015066 231.1803323020463
1.895810842514038 283.3465516332354 236.62969159876334
1.9205429553985596 286.9054470935162 240.91133104618388
1.9457476139068604 291.4578947857177 246.3415370291767
1.9697692394256592 294.86363398642413 250.42138308187896
1.9906158447265625 298.0989934957704 254.31378257953398
2.0147743225097656 301.82908881082983 258.78218539916026
2.0361292362213135 305.23482801153625 262.8620314518625
2.0560078620910645 308.3006143227605 266.56628476529505
2.080355167388916 312.8070926747035 272.0347004290345
2.1041855812072754 315.87287898592774 275.73895374246706
2.123122215270996 318.938665297152 279.4432070558996
2.1560559272766113 324.08892627080115 285.69282495731613
2.1765432357788086 327.47742693057535 289.7869996721626
2.1974968910217285 330.7127864399216 293.6793991698176
2.2281031608581543 335.56582570394096 299.51799841630014
2.249706983566284 338.95432636371515 303.6121731311466
2.2696855068206787 342.1732394722459 307.51818431953194
2.294971466064453 346.05567088346135 312.18906371671795
2.3220229148864746 351.2584682459773 318.3950134115669
2.3486263751983643 354.83539143270707 322.66160382677555
2.3749194145202637 358.88984286211945 327.51856341332586
2.396597385406494 362.4487383224003 331.80020286074637
2.4164633750915527 365.51452463362455 335.5044561741789
2.4426026344299316 369.72049199577464 340.56457552113045
2.4630367755889893 372.9558515051209 344.45697501878544
2.4829554557800293 376.02163781634516 348.161228332218
2.504221200942993 379.0874241275694 351.86548164565056
2.5319902896881104 383.5939024795124 357.33389730939
2.5581369400024414 387.62783183638646 362.2079148270644
2.5781519412994385 390.6936181476107 365.912168140497
2.6118521690368652 396.51726526443395 372.918487236276
2.6581878662109375 403.4909217230233 381.27245772514254
2.707948923110962 411.2557845454543 390.61421651951457
2.745098829269409 417.7592812485993 398.37165363807577
2.7771003246307373 422.33459232970114 403.7826097013892
2.802734375 426.5830954764386 408.8070689030374
2.8409531116485596 432.31648582275716 415.5586876320299
2.8663885593414307 436.41176464155615 420.3812724384531
2.8869752883911133 439.8517988493473 424.43224367584855
2.906850814819336 442.9796422404217 428.0842477882611
2.931602954864502 447.09522564973014 432.88951635722503
2.9520225524902344 450.37957784475526 436.7406662716137
2.977851390838623 454.64923569828795 441.7471611603189
2.998180866241455 457.77707908936236 445.39916527273147
3.0237176418304443 462.06781569044 450.3876067805611
3.047062635421753 465.5419001070054 454.4094149290878
3.0686466693878174 469.5219668895021 458.9973835877336
3.091444253921509 472.8386892082493 462.8206908032718
3.120640993118286 477.99209520227157 468.7359619283374
3.1408207416534424 480.9916323159591 472.16431727119516
3.170952320098877 485.9908608387717 477.87824284262473
3.1916162967681885 489.4818778024642 481.8853619918627
3.2220041751861572 494.30280599042055 487.41900272176275
3.242201566696167 497.635625005629 491.22828643604913
3.2623672485351562 500.9684440208374 495.0375701503355
3.2890658378601074 505.45689440272776 500.18958048507005
3.3156075477600098 509.7895591224987 505.14164931364235
3.337099313735962 513.2974465264609 509.13400817503015
3.368068218231201 518.1416719890755 514.6472656502799
3.3894941806793213 521.8254140502277 518.8219773387458
3.4186463356018066 527.0285358861555 524.693565623252
3.441737174987793 530.3933701316521 528.4745992788012
3.4619052410125732 533.5975308233491 532.0598318483774
3.4905498027801514 538.3305839170094 537.3333624892814
3.514871835708618 542.3874865687184 541.8535316100563
3.536022901535034 545.7682387784757 545.620339210702
3.568239688873291 551.1774423140876 551.6472313717352
3.5902719497680664 554.8962697448206 555.7907197324455
3.6106340885162354 558.292879773644 559.5432342648835
3.6316070556640625 561.8676218841338 563.4758443600327
