match_id,season,match_date,match_time,matchday,matchday_name,home_team_id,home_team,away_team_id,away_team,home_goals_halftime,away_goals_halftime,home_goals_fulltime,away_goals_fulltime,total_goals,winner,venue_stadium,venue_city,match_finished
58779,2020,2021-02-27,14:30,23,23. Spieltag,40,FC Bayern München,65,1. FC Köln,2,0,5,1,6,home,,,True
58780,2020,2021-02-27,14:30,23,23. Spieltag,7,Borussia Dortmund,83,DSC Arminia Bielefeld,0,0,3,0,3,home,,,True
58783,2020,2021-02-27,14:30,23,23. Spieltag,16,VfB Stuttgart,9,FC Schalke 04,3,1,5,1,6,home,,,True
58786,2020,2021-02-27,14:30,23,23. Spieltag,131,VfL Wolfsburg,54,Hertha BSC,1,0,2,0,2,home,,,True
58782,2020,2021-02-27,17:30,23,23. Spieltag,1635,RB Leipzig,87,Borussia Mönchengladbach,0,2,3,2,5,home,,,True
58784,2020,2021-02-28,12:30,23,23. Spieltag,80,1. FC Union Berlin,175,TSG Hoffenheim,1,1,1,1,2,draw,,,True
58781,2020,2021-02-28,14:30,23,23. Spieltag,81,1. FSV Mainz 05,95,FC Augsburg,0,1,0,1,1,away,,,True
58778,2020,2021-02-28,17:00,23,23. Spieltag,6,Bayer 04 Leverkusen,112,SC Freiburg,0,0,1,2,3,away,,,True
58795,2020,2021-03-05,19:30,24,24. Spieltag,9,FC Schalke 04,81,1. FSV Mainz 05,0,0,0,0,0,draw,,,True
58789,2020,2021-03-06,14:30,24,24. Spieltag,87,Borussia Mönchengladbach,6,Bayer 04 Leverkusen,0,0,0,1,1,away,,,True
58790,2020,2021-03-06,14:30,24,24. Spieltag,91,Eintracht Frankfurt,16,VfB Stuttgart,0,0,1,1,2,draw,,,True
58791,2020,2021-03-06,14:30,24,24. Spieltag,112,SC Freiburg,1635,RB Leipzig,0,1,0,3,3,away,,,True
58792,2020,2021-03-06,14:30,24,24. Spieltag,54,Hertha BSC,95,FC Augsburg,0,1,2,1,3,home,,,True
58793,2020,2021-03-06,14:30,24,24. Spieltag,175,TSG Hoffenheim,131,VfL Wolfsburg,2,1,2,1,3,home,,,True
58788,2020,2021-03-06,17:30,24,24. Spieltag,40,FC Bayern München,7,Borussia Dortmund,2,2,4,2,6,home,,,True
58794,2020,2021-03-07,14:30,24,24. Spieltag,65,1. FC Köln,134,SV Werder Bremen,0,0,1,1,2,draw,,,True
58787,2020,2021-03-07,17:00,24,24. Spieltag,83,DSC Arminia Bielefeld,80,1. FC Union Berlin,0,0,0,0,0,draw,,,True
58751,2020,2021-03-10,17:30,20,20. Spieltag,83,DSC Arminia Bielefeld,134,SV Werder Bremen,0,0,0,2,2,away,,Bielefeld,True
58796,2020,2021-03-12,19:30,25,25. Spieltag,95,FC Augsburg,87,Borussia Mönchengladbach,0,0,3,1,4,home,,,True
58799,2020,2021-03-13,14:30,25,25. Spieltag,81,1. FSV Mainz 05,112,SC Freiburg,0,0,1,0,1,home,,,True
58802,2020,2021-03-13,14:30,25,25. Spieltag,80,1. FC Union Berlin,65,1. FC Köln,0,1,2,1,3,home,,,True
58803,2020,2021-03-13,14:30,25,25. Spieltag,134,SV Werder Bremen,40,FC Bayern München,0,2,1,3,4,away,,,True
58804,2020,2021-03-13,14:30,25,25. Spieltag,131,VfL Wolfsburg,9,FC Schalke 04,1,0,5,0,5,home,,,True
58798,2020,2021-03-13,17:30,25,25. Spieltag,7,Borussia Dortmund,54,Hertha BSC,0,0,2,0,2,home,,,True
58797,2020,2021-03-14,12:30,25,25. Spieltag,6,Bayer 04 Leverkusen,83,DSC Arminia Bielefeld,0,1,1,2,3,away,,,True
58800,2020,2021-03-14,14:30,25,25. Spieltag,1635,RB Leipzig,91,Eintracht Frankfurt,0,0,1,1,2,draw,,,True
58801,2020,2021-03-14,17:00,25,25. Spieltag,16,VfB Stuttgart,175,TSG Hoffenheim,1,0,2,0,2,home,,,True
58805,2020,2021-03-19,19:30,26,26. Spieltag,83,DSC Arminia Bielefeld,1635,RB Leipzig,0,0,0,1,1,away,,,True
58806,2020,2021-03-20,14:30,26,26. Spieltag,40,FC Bayern München,16,VfB Stuttgart,4,0,4,0,4,home,,,True
58807,2020,2021-03-20,14:30,26,26. Spieltag,91,Eintracht Frankfurt,80,1. FC Union Berlin,4,2,5,2,7,home,,,True
58811,2020,2021-03-20,14:30,26,26. Spieltag,65,1. FC Köln,7,Borussia Dortmund,1,1,2,2,4,draw,,,True
58813,2020,2021-03-20,14:30,26,26. Spieltag,134,SV Werder Bremen,131,VfL Wolfsburg,1,2,1,2,3,away,,,True
58812,2020,2021-03-20,17:30,26,26. Spieltag,9,FC Schalke 04,87,Borussia Mönchengladbach,0,1,0,3,3,away,,,True
58810,2020,2021-03-21,12:30,26,26. Spieltag,175,TSG Hoffenheim,81,1. FSV Mainz 05,1,2,1,2,3,away,,,True
58809,2020,2021-03-21,14:30,26,26. Spieltag,54,Hertha BSC,6,Bayer 04 Leverkusen,3,0,3,0,3,home,,,True
58808,2020,2021-03-21,17:00,26,26. Spieltag,112,SC Freiburg,95,FC Augsburg,0,0,2,0,2,home,,,True
58814,2020,2021-04-03,13:30,27,27. Spieltag,95,FC Augsburg,175,TSG Hoffenheim,2,0,2,1,3,home,,,True
58815,2020,2021-04-03,13:30,27,27. Spieltag,6,Bayer 04 Leverkusen,9,FC Schalke 04,1,0,2,1,3,home,,,True
58816,2020,2021-04-03,13:30,27,27. Spieltag,7,Borussia Dortmund,91,Eintracht Frankfurt,1,1,1,2,3,away,,,True
58818,2020,2021-04-03,13:30,27,27. Spieltag,81,1. FSV Mainz 05,83,DSC Arminia Bielefeld,0,0,1,1,2,draw,,,True
58822,2020,2021-04-03,13:30,27,27. Spieltag,131,VfL Wolfsburg,65,1. FC Köln,0,0,1,0,1,home,,,True
58819,2020,2021-04-03,16:30,27,27. Spieltag,1635,RB Leipzig,40,FC Bayern München,0,1,0,1,1,away,,,True
58817,2020,2021-04-03,18:30,27,27. Spieltag,87,Borussia Mönchengladbach,112,SC Freiburg,0,1,2,1,3,home,,,True
58820,2020,2021-04-04,13:30,27,27. Spieltag,16,VfB Stuttgart,134,SV Werder Bremen,0,0,1,0,1,home,,,True
58821,2020,2021-04-04,16:00,27,27. Spieltag,80,1. FC Union Berlin,54,Hertha BSC,1,1,1,1,2,draw,,,True
58823,2020,2021-04-09,18:30,28,28. Spieltag,83,DSC Arminia Bielefeld,112,SC Freiburg,0,0,1,0,1,home,,,True
58824,2020,2021-04-10,13:30,28,28. Spieltag,40,FC Bayern München,80,1. FC Union Berlin,0,0,1,1,2,draw,,,True
58825,2020,2021-04-10,13:30,28,28. Spieltag,91,Eintracht Frankfurt,131,VfL Wolfsburg,2,1,4,3,7,home,,,True
58826,2020,2021-04-10,13:30,28,28. Spieltag,54,Hertha BSC,87,Borussia Mönchengladbach,1,2,2,2,4,draw,,,True
58831,2020,2021-04-10,13:30,28,28. Spieltag,134,SV Werder Bremen,1635,RB Leipzig,0,3,1,4,5,away,,,True
58830,2020,2021-04-10,16:30,28,28. Spieltag,16,VfB Stuttgart,7,Borussia Dortmund,1,0,2,3,5,away,,,True
58829,2020,2021-04-11,13:30,28,28. Spieltag,9,FC Schalke 04,95,FC Augsburg,1,0,1,0,1,home,,,True
58828,2020,2021-04-11,16:00,28,28. Spieltag,65,1. FC Köln,81,1. FSV Mainz 05,1,1,2,3,5,away,,,True
58827,2020,2021-04-12,18:30,28,28. Spieltag,175,TSG Hoffenheim,6,Bayer 04 Leverkusen,0,0,0,0,0,draw,,,True
58838,2020,2021-04-16,18:30,29,29. Spieltag,1635,RB Leipzig,175,TSG Hoffenheim,0,0,0,0,0,draw,,,True
58832,2020,2021-04-17,13:30,29,29. Spieltag,95,FC Augsburg,83,DSC Arminia Bielefeld,0,0,0,0,0,draw,,,True
58835,2020,2021-04-17,13:30,29,29. Spieltag,87,Borussia Mönchengladbach,91,Eintracht Frankfurt,1,0,4,0,4,home,,,True
58836,2020,2021-04-17,13:30,29,29. Spieltag,112,SC Freiburg,9,FC Schalke 04,2,0,4,0,4,home,,,True
58839,2020,2021-04-17,13:30,29,29. Spieltag,80,1. FC Union Berlin,16,VfB Stuttgart,2,0,2,1,3,home,,,True
58840,2020,2021-04-17,13:30,29,29. Spieltag,131,VfL Wolfsburg,40,FC Bayern München,1,3,2,3,5,away,,,True
58833,2020,2021-04-17,16:30,29,29. Spieltag,6,Bayer 04 Leverkusen,65,1. FC Köln,1,0,3,0,3,home,,,True
58834,2020,2021-04-18,13:30,29,29. Spieltag,7,Borussia Dortmund,134,SV Werder Bremen,3,1,4,1,5,home,,,True
58847,2020,2021-04-20,16:30,30,30. Spieltag,65,1. FC Köln,1635,RB Leipzig,0,0,2,1,3,home,,,True
58841,2020,2021-04-20,18:30,30,30. Spieltag,83,DSC Arminia Bielefeld,9,FC Schalke 04,0,0,1,0,1,home,,,True
58842,2020,2021-04-20,18:30,30,30. Spieltag,40,FC Bayern München,6,Bayer 04 Leverkusen,2,0,2,0,2,home,,,True
58844,2020,2021-04-20,18:30,30,30. Spieltag,91,Eintracht Frankfurt,95,FC Augsburg,1,0,2,0,2,home,,,True
58843,2020,2021-04-21,18:30,30,30. Spieltag,7,Borussia Dortmund,80,1. FC Union Berlin,1,0,2,0,2,home,,,True
58846,2020,2021-04-21,18:30,30,30. Spieltag,175,TSG Hoffenheim,87,Borussia Mönchengladbach,0,2,3,2,5,home,,,True
58848,2020,2021-04-21,18:30,30,30. Spieltag,16,VfB Stuttgart,131,VfL Wolfsburg,0,2,1,3,4,away,,,True
58849,2020,2021-04-21,18:30,30,30. Spieltag,134,SV Werder Bremen,81,1. FSV Mainz 05,0,1,0,1,1,away,,,True
58850,2020,2021-04-23,18:30,31,31. Spieltag,95,FC Augsburg,65,1. FC Köln,0,3,2,3,5,away,,,True
58853,2020,2021-04-24,13:30,31,31. Spieltag,112,SC Freiburg,175,TSG Hoffenheim,0,1,1,1,2,draw,,,True
58854,2020,2021-04-24,13:30,31,31. Spieltag,81,1. FSV Mainz 05,40,FC Bayern München,2,0,2,1,3,home,,,True
58857,2020,2021-04-24,13:30,31,31. Spieltag,80,1. FC Union Berlin,134,SV Werder Bremen,0,0,3,1,4,home,,,True
58858,2020,2021-04-24,13:30,31,31. Spieltag,131,VfL Wolfsburg,7,Borussia Dortmund,0,1,0,2,2,away,,,True
58851,2020,2021-04-24,16:30,31,31. Spieltag,6,Bayer 04 Leverkusen,91,Eintracht Frankfurt,0,0,3,1,4,home,,,True
58855,2020,2021-04-25,13:30,31,31. Spieltag,1635,RB Leipzig,16,VfB Stuttgart,0,0,2,0,2,home,,,True
58852,2020,2021-04-25,16:00,31,31. Spieltag,87,Borussia Mönchengladbach,83,DSC Arminia Bielefeld,3,0,5,0,5,home,,,True
58837,2020,2021-05-03,16:00,29,29. Spieltag,81,1. FSV Mainz 05,54,Hertha BSC,1,1,1,1,2,draw,,,True
58845,2020,2021-05-06,16:30,30,30. Spieltag,54,Hertha BSC,112,SC Freiburg,2,0,3,0,3,home,,,True
58865,2020,2021-05-07,18:30,32,32. Spieltag,16,VfB Stuttgart,95,FC Augsburg,1,0,2,1,3,home,,,True
58860,2020,2021-05-08,13:30,32,32. Spieltag,7,Borussia Dortmund,1635,RB Leipzig,1,0,3,2,5,home,,Dortmund,True
58863,2020,2021-05-08,13:30,32,32. Spieltag,175,TSG Hoffenheim,9,FC Schalke 04,0,2,4,2,6,home,,,True
58866,2020,2021-05-08,13:30,32,32. Spieltag,134,SV Werder Bremen,6,Bayer 04 Leverkusen,0,0,0,0,0,draw,,,True
58867,2020,2021-05-08,13:30,32,32. Spieltag,131,VfL Wolfsburg,80,1. FC Union Berlin,1,0,3,0,3,home,,,True
58859,2020,2021-05-08,16:30,32,32. Spieltag,40,FC Bayern München,87,Borussia Mönchengladbach,4,0,6,0,6,home,,,True
58864,2020,2021-05-09,11:30,32,32. Spieltag,65,1. FC Köln,112,SC Freiburg,0,2,1,4,5,away,,,True
58861,2020,2021-05-09,13:30,32,32. Spieltag,91,Eintracht Frankfurt,81,1. FSV Mainz 05,0,1,1,1,2,draw,,,True
58862,2020,2021-05-09,16:00,32,32. Spieltag,54,Hertha BSC,83,DSC Arminia Bielefeld,0,0,0,0,0,draw,,,True
58856,2020,2021-05-12,16:00,31,31. Spieltag,9,FC Schalke 04,54,Hertha BSC,1,1,1,2,3,away,,,True
58868,2020,2021-05-15,13:30,33,33. Spieltag,83,DSC Arminia Bielefeld,175,TSG Hoffenheim,1,1,1,1,2,draw,,,True
58869,2020,2021-05-15,13:30,33,33. Spieltag,95,FC Augsburg,134,SV Werder Bremen,0,0,2,0,2,home,,,True
58870,2020,2021-05-15,13:30,33,33. Spieltag,6,Bayer 04 Leverkusen,80,1. FC Union Berlin,1,0,1,1,2,draw,,,True
58871,2020,2021-05-15,13:30,33,33. Spieltag,87,Borussia Mönchengladbach,16,VfB Stuttgart,1,0,1,2,3,away,,,True
58872,2020,2021-05-15,13:30,33,33. Spieltag,112,SC Freiburg,40,FC Bayern München,1,1,2,2,4,draw,,,True
58873,2020,2021-05-15,13:30,33,33. Spieltag,54,Hertha BSC,65,1. FC Köln,0,0,0,0,0,draw,,,True
58876,2020,2021-05-15,13:30,33,33. Spieltag,9,FC Schalke 04,91,Eintracht Frankfurt,1,1,4,3,7,home,,,True
58874,2020,2021-05-16,16:00,33,33. Spieltag,81,1. FSV Mainz 05,7,Borussia Dortmund,0,2,1,3,4,away,,,True
58875,2020,2021-05-16,18:30,33,33. Spieltag,1635,RB Leipzig,131,VfL Wolfsburg,0,2,2,2,4,draw,,,True
58877,2020,2021-05-22,13:30,34,34. Spieltag,40,FC Bayern München,95,FC Augsburg,4,0,5,2,7,home,,München,True
58878,2020,2021-05-22,13:30,34,34. Spieltag,7,Borussia Dortmund,6,Bayer 04 Leverkusen,1,0,3,1,4,home,,Dortmund,True
58879,2020,2021-05-22,13:30,34,34. Spieltag,91,Eintracht Frankfurt,112,SC Freiburg,0,0,3,1,4,home,,Frankfurt,True
58880,2020,2021-05-22,13:30,34,34. Spieltag,175,TSG Hoffenheim,54,Hertha BSC,0,1,2,1,3,home,,Sinsheim,True
58881,2020,2021-05-22,13:30,34,34. Spieltag,65,1. FC Köln,9,FC Schalke 04,0,0,1,0,1,home,,Köln,True
58882,2020,2021-05-22,13:30,34,34. Spieltag,16,VfB Stuttgart,83,DSC Arminia Bielefeld,0,0,0,2,2,away,,Stuttgart,True
58883,2020,2021-05-22,13:30,34,34. Spieltag,80,1. FC Union Berlin,1635,RB Leipzig,0,0,2,1,3,home,,Berlin,True
58884,2020,2021-05-22,13:30,34,34. Spieltag,134,SV Werder Bremen,87,Borussia Mönchengladbach,0,1,2,4,6,away,,Bremen,True
58885,2020,2021-05-22,13:30,34,34. Spieltag,131,VfL Wolfsburg,81,1. FSV Mainz 05,0,1,2,3,5,away,,Wolfsburg,True
60845,2021,2021-08-13,18:30,1,1. Spieltag,87,Borussia Mönchengladbach,40,FC Bayern München,1,1,1,1,2,draw,,Mönchengladbach,True
60846,2021,2021-08-14,13:30,1,1. Spieltag,83,DSC Arminia Bielefeld,112,SC Freiburg,0,0,0,0,0,draw,,,True
60847,2021,2021-08-14,13:30,1,1. Spieltag,95,FC Augsburg,175,TSG Hoffenheim,0,1,0,4,4,away,,,True
60851,2021,2021-08-14,13:30,1,1. Spieltag,16,VfB Stuttgart,115,SpVgg Greuther Fürth,2,0,5,1,6,home,,,True
60852,2021,2021-08-14,13:30,1,1. Spieltag,80,1. FC Union Berlin,6,Bayer 04 Leverkusen,1,1,1,1,2,draw,,,True
60853,2021,2021-08-14,13:30,1,1. Spieltag,131,VfL Wolfsburg,129,VfL Bochum,1,0,1,0,1,home,,,True
60848,2021,2021-08-14,16:30,1,1. Spieltag,7,Borussia Dortmund,91,Eintracht Frankfurt,3,1,5,2,7,home,,,True
60850,2021,2021-08-15,13:30,1,1. Spieltag,81,1. FSV Mainz 05,1635,RB Leipzig,1,0,1,0,1,home,,,True
60849,2021,2021-08-15,15:30,1,1. Spieltag,65,1. FC Köln,54,Hertha BSC,1,1,3,1,4,home,,,True
60862,2021,2021-08-20,18:30,2,2. Spieltag,1635,RB Leipzig,16,VfB Stuttgart,1,0,4,0,4,home,,,True
60856,2021,2021-08-21,13:30,2,2. Spieltag,129,VfL Bochum,81,1. FSV Mainz 05,1,0,2,0,2,home,,,True
60857,2021,2021-08-21,13:30,2,2. Spieltag,91,Eintracht Frankfurt,95,FC Augsburg,0,0,0,0,0,draw,,,True
60858,2021,2021-08-21,13:30,2,2. Spieltag,112,SC Freiburg,7,Borussia Dortmund,1,0,2,1,3,home,,,True
60859,2021,2021-08-21,13:30,2,2. Spieltag,115,SpVgg Greuther Fürth,83,DSC Arminia Bielefeld,0,1,1,1,2,draw,,,True
60860,2021,2021-08-21,13:30,2,2. Spieltag,54,Hertha BSC,131,VfL Wolfsburg,0,0,1,2,3,away,,,True
60854,2021,2021-08-21,16:30,2,2. Spieltag,6,Bayer 04 Leverkusen,87,Borussia Mönchengladbach,2,0,4,0,4,home,,,True
60861,2021,2021-08-22,13:30,2,2. Spieltag,175,TSG Hoffenheim,80,1. FC Union Berlin,2,1,2,2,4,draw,,,True
60855,2021,2021-08-22,15:30,2,2. Spieltag,40,FC Bayern München,65,1. FC Köln,0,0,3,2,5,home,,,True
60866,2021,2021-08-27,18:30,3,3. Spieltag,7,Borussia Dortmund,175,TSG Hoffenheim,0,0,3,2,5,home,,,True
60863,2021,2021-08-28,13:30,3,3. Spieltag,83,DSC Arminia Bielefeld,91,Eintracht Frankfurt,0,1,1,1,2,draw,,,True
60864,2021,2021-08-28,13:30,3,3. Spieltag,95,FC Augsburg,6,Bayer 04 Leverkusen,1,2,1,4,5,away,,,True
60867,2021,2021-08-28,13:30,3,3. Spieltag,65,1. FC Köln,129,VfL Bochum,0,0,2,1,3,home,,,True
60868,2021,2021-08-28,13:30,3,3. Spieltag,81,1. FSV Mainz 05,115,SpVgg Greuther Fürth,2,0,3,0,3,home,,,True
60869,2021,2021-08-28,13:30,3,3. Spieltag,16,VfB Stuttgart,112,SC Freiburg,2,3,2,3,5,away,,,True
60865,2021,2021-08-28,16:30,3,3. Spieltag,40,FC Bayern München,54,Hertha BSC,2,0,5,0,5,home,,,True
60870,2021,2021-08-29,13:30,3,3. Spieltag,80,1. FC Union Berlin,87,Borussia Mönchengladbach,2,0,2,1,3,home,,,True
60871,2021,2021-08-29,15:30,3,3. Spieltag,131,VfL Wolfsburg,1635,RB Leipzig,0,0,1,0,1,home,,,True
60872,2021,2021-09-11,13:30,4,4. Spieltag,6,Bayer 04 Leverkusen,7,Borussia Dortmund,2,1,3,4,7,away,,,True
60876,2021,2021-09-11,13:30,4,4. Spieltag,112,SC Freiburg,65,1. FC Köln,0,1,1,1,2,draw,,,True
60877,2021,2021-09-11,13:30,4,4. Spieltag,115,SpVgg Greuther Fürth,131,VfL Wolfsburg,0,1,0,2,2,away,,,True
60878,2021,2021-09-11,13:30,4,4. Spieltag,175,TSG Hoffenheim,81,1. FSV Mainz 05,0,1,0,2,2,away,,,True
60880,2021,2021-09-11,13:30,4,4. Spieltag,80,1. FC Union Berlin,95,FC Augsburg,0,0,0,0,0,draw,,,True
60879,2021,2021-09-11,16:30,4,4. Spieltag,1635,RB Leipzig,40,FC Bayern München,0,1,1,4,5,away,,,True
60875,2021,2021-09-12,13:30,4,4. Spieltag,91,Eintracht Frankfurt,16,VfB Stuttgart,0,0,1,1,2,draw,,,True
60873,2021,2021-09-12,15:30,4,4. Spieltag,129,VfL Bochum,54,Hertha BSC,0,2,1,3,4,away,,,True
60874,2021,2021-09-12,17:30,4,4. Spieltag,87,Borussia Mönchengladbach,83,DSC Arminia Bielefeld,1,1,3,1,4,home,,,True
60885,2021,2021-09-17,18:30,5,5. Spieltag,54,Hertha BSC,115,SpVgg Greuther Fürth,0,0,2,1,3,home,,,True
60881,2021,2021-09-18,13:30,5,5. Spieltag,83,DSC Arminia Bielefeld,175,TSG Hoffenheim,0,0,0,0,0,draw,,,True
60882,2021,2021-09-18,13:30,5,5. Spieltag,95,FC Augsburg,87,Borussia Mönchengladbach,0,0,1,0,1,home,,,True
60883,2021,2021-09-18,13:30,5,5. Spieltag,40,FC Bayern München,129,VfL Bochum,4,0,7,0,7,home,,,True
60887,2021,2021-09-18,13:30,5,5. Spieltag,81,1. FSV Mainz 05,112,SC Freiburg,0,0,0,0,0,draw,,,True
60886,2021,2021-09-18,16:30,5,5. Spieltag,65,1. FC Köln,1635,RB Leipzig,0,0,1,1,2,draw,,,True
60888,2021,2021-09-19,13:30,5,5. Spieltag,16,VfB Stuttgart,6,Bayer 04 Leverkusen,1,2,1,3,4,away,,,True
60884,2021,2021-09-19,15:30,5,5. Spieltag,7,Borussia Dortmund,80,1. FC Union Berlin,2,0,4,2,6,home,,,True
60889,2021,2021-09-19,17:30,5,5. Spieltag,131,VfL Wolfsburg,91,Eintracht Frankfurt,0,1,1,1,2,draw,,,True
60895,2021,2021-09-24,18:30,6,6. Spieltag,115,SpVgg Greuther Fürth,40,FC Bayern München,0,2,1,3,4,away,,,True
60890,2021,2021-09-25,13:30,6,6. Spieltag,6,Bayer 04 Leverkusen,81,1. FSV Mainz 05,0,0,1,0,1,home,,,True
60893,2021,2021-09-25,13:30,6,6. Spieltag,91,Eintracht Frankfurt,65,1. FC Köln,1,1,1,1,2,draw,,,True
60896,2021,2021-09-25,13:30,6,6. Spieltag,175,TSG Hoffenheim,131,VfL Wolfsburg,1,1,3,1,4,home,,,True
60897,2021,2021-09-25,13:30,6,6. Spieltag,1635,RB Leipzig,54,Hertha BSC,3,0,6,0,6,home,,,True
60898,2021,2021-09-25,13:30,6,6. Spieltag,80,1. FC Union Berlin,83,DSC Arminia Bielefeld,0,0,1,0,1,home,,,True
60892,2021,2021-09-25,16:30,6,6. Spieltag,87,Borussia Mönchengladbach,7,Borussia Dortmund,1,0,1,0,1,home,,,True
60891,2021,2021-09-26,13:30,6,6. Spieltag,129,VfL Bochum,16,VfB Stuttgart,0,0,0,0,0,draw,,,True
60894,2021,2021-09-26,15:30,6,6. Spieltag,112,SC Freiburg,95,FC Augsburg,3,0,3,0,3,home,,,True
60903,2021,2021-10-01,18:30,7,7. Spieltag,65,1. FC Köln,115,SpVgg Greuther Fürth,0,1,3,1,4,home,,,True
60901,2021,2021-10-02,13:30,7,7. Spieltag,7,Borussia Dortmund,95,FC Augsburg,1,1,2,1,3,home,,,True
60902,2021,2021-10-02,13:30,7,7. Spieltag,54,Hertha BSC,112,SC Freiburg,0,1,1,2,3,away,,,True
60906,2021,2021-10-02,13:30,7,7. Spieltag,16,VfB Stuttgart,175,TSG Hoffenheim,1,0,3,1,4,home,,,True
60907,2021,2021-10-02,13:30,7,7. Spieltag,131,VfL Wolfsburg,87,Borussia Mönchengladbach,1,2,1,3,4,away,,,True
60905,2021,2021-10-02,16:30,7,7. Spieltag,1635,RB Leipzig,129,VfL Bochum,0,0,3,0,3,home,,,True
60904,2021,2021-10-03,13:30,7,7. Spieltag,81,1. FSV Mainz 05,80,1. FC Union Berlin,1,0,1,2,3,away,,,True
60900,2021,2021-10-03,15:30,7,7. Spieltag,40,FC Bayern München,91,Eintracht Frankfurt,1,1,1,2,3,away,,,True
60899,2021,2021-10-03,17:30,7,7. Spieltag,83,DSC Arminia Bielefeld,6,Bayer 04 Leverkusen,0,2,0,4,4,away,,,True
60915,2021,2021-10-15,18:30,8,8. Spieltag,175,TSG Hoffenheim,65,1. FC Köln,1,0,5,0,5,home,,,True
60910,2021,2021-10-16,13:30,8,8. Spieltag,7,Borussia Dortmund,81,1. FSV Mainz 05,1,0,3,1,4,home,,,True
60912,2021,2021-10-16,13:30,8,8. Spieltag,91,Eintracht Frankfurt,54,Hertha BSC,0,1,1,2,3,away,,,True
60913,2021,2021-10-16,13:30,8,8. Spieltag,112,SC Freiburg,1635,RB Leipzig,0,1,1,1,2,draw,,,True
60914,2021,2021-10-16,13:30,8,8. Spieltag,115,SpVgg Greuther Fürth,129,VfL Bochum,0,0,0,1,1,away,,,True
60916,2021,2021-10-16,13:30,8,8. Spieltag,80,1. FC Union Berlin,131,VfL Wolfsburg,0,0,2,0,2,home,,,True
60911,2021,2021-10-16,16:30,8,8. Spieltag,87,Borussia Mönchengladbach,16,VfB Stuttgart,1,1,1,1,2,draw,,,True
60909,2021,2021-10-17,13:30,8,8. Spieltag,6,Bayer 04 Leverkusen,40,FC Bayern München,0,5,1,5,6,away,,,True
60908,2021,2021-10-17,15:30,8,8. Spieltag,95,FC Augsburg,83,DSC Arminia Bielefeld,1,0,1,1,2,draw,,,True
60922,2021,2021-10-22,18:30,9,9. Spieltag,81,1. FSV Mainz 05,95,FC Augsburg,3,0,4,1,5,home,,,True
60917,2021,2021-10-23,13:30,9,9. Spieltag,83,DSC Arminia Bielefeld,7,Borussia Dortmund,0,2,1,3,4,away,,,True
60918,2021,2021-10-23,13:30,9,9. Spieltag,40,FC Bayern München,175,TSG Hoffenheim,2,0,4,0,4,home,,,True
60923,2021,2021-10-23,13:30,9,9. Spieltag,1635,RB Leipzig,115,SpVgg Greuther Fürth,0,1,4,1,5,home,,,True
60925,2021,2021-10-23,13:30,9,9. Spieltag,131,VfL Wolfsburg,112,SC Freiburg,0,1,0,2,2,away,,,True
60920,2021,2021-10-23,16:30,9,9. Spieltag,54,Hertha BSC,87,Borussia Mönchengladbach,1,0,1,0,1,home,,,True
60921,2021,2021-10-24,13:30,9,9. Spieltag,65,1. FC Köln,6,Bayer 04 Leverkusen,0,2,2,2,4,draw,,,True
60924,2021,2021-10-24,15:30,9,9. Spieltag,16,VfB Stuttgart,80,1. FC Union Berlin,0,1,1,1,2,draw,,,True
60919,2021,2021-10-24,17:30,9,9. Spieltag,129,VfL Bochum,91,Eintracht Frankfurt,1,0,2,0,2,home,,,True
60933,2021,2021-10-29,18:30,10,10. Spieltag,175,TSG Hoffenheim,54,Hertha BSC,2,0,2,0,2,home,,,True
60926,2021,2021-10-30,13:30,10,10. Spieltag,83,DSC Arminia Bielefeld,81,1. FSV Mainz 05,1,1,1,2,3,away,,,True
60928,2021,2021-10-30,13:30,10,10. Spieltag,6,Bayer 04 Leverkusen,131,VfL Wolfsburg,0,0,0,2,2,away,,,True
60929,2021,2021-10-30,13:30,10,10. Spieltag,7,Borussia Dortmund,65,1. FC Köln,1,0,2,0,2,home,,,True
60932,2021,2021-10-30,13:30,10,10. Spieltag,112,SC Freiburg,115,SpVgg Greuther Fürth,2,0,3,1,4,home,,,True
60934,2021,2021-10-30,13:30,10,10. Spieltag,80,1. FC Union Berlin,40,FC Bayern München,1,3,2,5,7,away,,,True
60931,2021,2021-10-30,16:30,10,10. Spieltag,91,Eintracht Frankfurt,1635,RB Leipzig,0,1,1,1,2,draw,,,True
60927,2021,2021-10-31,14:30,10,10. Spieltag,95,FC Augsburg,16,VfB Stuttgart,1,1,4,1,5,home,,,True
60930,2021,2021-10-31,16:30,10,10. Spieltag,87,Borussia Mönchengladbach,129,VfL Bochum,2,0,2,1,3,home,,,True
60940,2021,2021-11-05,19:30,11,11. Spieltag,81,1. FSV Mainz 05,87,Borussia Mönchengladbach,0,1,1,1,2,draw,,,True
60935,2021,2021-11-06,14:30,11,11. Spieltag,40,FC Bayern München,112,SC Freiburg,1,0,2,1,3,home,,,True
60936,2021,2021-11-06,14:30,11,11. Spieltag,129,VfL Bochum,175,TSG Hoffenheim,0,0,2,0,2,home,,,True
60942,2021,2021-11-06,14:30,11,11. Spieltag,16,VfB Stuttgart,83,DSC Arminia Bielefeld,0,1,0,1,1,away,,,True
60943,2021,2021-11-06,14:30,11,11. Spieltag,131,VfL Wolfsburg,95,FC Augsburg,1,0,1,0,1,home,,,True
